"id","PID","ucivit_id","date/time","age","gender","education","alarm","fire","fractions","percent","tip","shirt","newspaper","prob1","prob2","howoften","input1","input2","input3","input4","input5","input6","sub_n1","sub_n2","numeracy","baserate","baserate_avg","true_positive","true_positive_avg","false_alarm","false_alarm_avg","correct_answer","given_answer","numerical_format","condition","correctness","bias_error","answer1","answer2","amazon_codex"
"1","1","1544c3fca858af86","2018-07-24 16:34:37.626964","32","m","4","4","5","5","4","4","4","3","2","5","2","10","20","20","30","30","40","4.25","3.0","3.63","0.5","-1.0","0.667","-1.0","0.75","-1.0","0.471","0.89","frequency","1","0","0.276369099516017","80","90","9EW2MJ"
"2","2","","2018-07-24 16:48:43.523845","25","m","3","3","3","6","6","6","2","3","5","4","5","5","10","5","10","9","10","5.0","4.25","4.63","0.5","-1.0","0.5","-1.0","0.9","-1.0","0.357","1.0","frequency","1","0","0.447331783887807","5","5","ZVEH1T"
"3","3","","2018-07-24 17:11:03.920020","57","f","3","2","2","4","1","1","3","5","1","1","2","3","1000","99","100","3","100","2.25","2.25","2.25","0.003","-1.0","0.99","-1.0","0.03","-1.0","0.09","0.0","frequency","1","0","0.0","3","1000","SXDHEM"
"4","4","","2018-07-24 18:20:57.809927","31","m","3","1","3","4","3","5","5","4","5","4","1","3","100","5","50","10","100","4.25","3.5","3.88","0.03","-1.0","0.1","-1.0","0.1","-1.0","0.03","0.03","frequency","1","1","0.0","3","100","W9LBK7"
"5","4","","2018-07-24 18:22:33.731280","29","f","4","2","2","5","5","5","5","5","5","2","1","1","500","1","4","3","4","5.0","3.25","4.13","0.002","-1.0","0.25","-1.0","0.75","-1.0","0.001","0.0","frequency","1","1","0.0","1","750","CB1A1O"
"6","6","","2018-07-24 18:34:36.424018","62","f","3","3","2","4","4","5","5","5","5","2","2","27","100","27","100","27","100","4.5","3.5","4.0","0.27","-1.0","0.27","-1.0","0.27","-1.0","0.27","0.27","frequency","1","1","0.0","73","270","OWUTUI"
"7","7","","2018-07-24 18:43:36.070075","48","f","4","2","2","1","4","4","4","5","2","2","3","10","100","5","100","15","100","3.25","3.0","3.13","0.1","-1.0","0.05","-1.0","0.15","-1.0","0.036","0.01","frequency","1","0","0.556302500767287","5","1000","I5D0S8"
"8","8","","2018-07-24 19:15:03.281158","27","f","3","5","1","1","1","2","2","6","1","1","4","1","50","1","5","1","2","1.5","3.0","2.25","0.02","-1.0","0.2","-1.0","0.5","-1.0","0.008","0.1","frequency","1","0","1.09691001300806","1","10","OD1FPT"
"9","9","null","2018-07-24 19:26:07.940709","31","m","3","2","2","3","3","3","4","1","5","5","2","1","27","1","27","1","27","3.25","3.25","3.25","0.037","-1.0","0.037","-1.0","0.037","-1.0","0.037","0.02","frequency","1","0","0.267171728403014","20","1000","L3Z4WA"
"10","9","","2018-07-24 19:27:45.476451","35","m","3","3","1","4","4","2","2","6","6","1","2","4","10","8","10","4","10","3.0","3.75","3.38","0.4","-1.0","0.8","-1.0","0.4","-1.0","0.571","0.8","frequency","1","0","0.146453878746096","320","400","AD5CGT"
"11","9","","2018-07-24 19:34:33.786276","25","f","3","3","1","1","1","2","1","4","5","1","2","1","200","1","2","1","4","1.25","3.0","2.13","0.005","-1.0","0.5","-1.0","0.25","-1.0","0.01","0.6","frequency","1","0","1.77815125038364","3","5","9QYBFM"
"12","12","","2018-07-24 19:42:09.205860","37","f","3","3","2","1","3","4","5","6","6","2","1","1","100","85","100","20","100","3.25","3.75","3.5","0.01","-1.0","0.85","-1.0","0.2","-1.0","0.041","0.9","frequency","1","0","1.34145865271959","9","10","06QZSL"
"13","12","","2018-07-24 19:42:50.490347","29","f","3","4","2","5","5","5","5","5","6","2","1","27","100","15","100","0","100","5.0","3.5","4.25","0.27","-1.0","0.15","-1.0","0.0","-1.0","1.0","0.04","frequency","1","0","1.39794000867204","41","1000","8HK6U8"
"14","14","null","2018-07-24 20:01:50.792779","32","f","2","3","3","5","6","3","1","5","6","1","5","9","10","9","10","5","10","3.75","4.25","4.0","0.9","-1.0","0.9","-1.0","0.5","-1.0","0.942","0.5","frequency","1","0","0.275080898456859","5","10","4M2RDX"
"15","15","","2018-07-24 20:25:06.851964","28","m","3","2","1","6","6","6","6","6","6","6","1","6","100","99","100","27","100","6.0","4.75","5.38","0.06","-1.0","0.99","-1.0","0.27","-1.0","0.19","0.06","frequency","1","0","0.500602350569185","59","1000","AHR9X5"
"16","16","null","2018-07-24 20:29:37.888249","26","m","4","3","1","6","6","6","6","6","5","5","1","1","10000","9","10","1","1000","6.0","4.25","5.13","0.0","-1.0","0.9","-1.0","0.001","-1.0","0.0","0.0","frequency","1","1","0.0","0","1000","1EWBAU"
"17","17","","2018-07-24 21:11:46.791873","27","m","4","3","2","6","6","6","6","5","5","2","2","5","100","90","100","15","100","6.0","3.5","4.75","0.05","-1.0","0.9","-1.0","0.15","-1.0","0.24","0.04","frequency","1","0","0.778151250383644","45","1000","6163L8"
"18","18","","2018-07-24 21:21:35.912072","18","m","2","2","1","5","5","4","5","6","2","2","2","1","100000","1","1","1","2","4.75","3.0","3.88","0.0","-1.0","1.0","-1.0","0.5","-1.0","0.0","0.0","frequency","1","1","0.0","0","1000","O10FK2"
"19","19","","2018-07-24 21:35:10.891463","27","f","3","4","1","2","2","3","2","5","5","5","2","1","10","60","100","30","100","2.25","4.25","3.25","0.1","-1.0","0.6","-1.0","0.3","-1.0","0.182","0.6","frequency","1","0","0.518079862398569","60","100","BSFDGR"
"20","20","","2018-07-24 21:59:47.325130","28","m","3","3","2","6","6","5","6","4","3","3","2","1","1000","1","100","1","10","5.75","3.0","4.38","0.001","-1.0","0.01","-1.0","0.1","-1.0","0.0","0.5","frequency","1","0","0.0","1","2","P376FN"
"21","21","","2018-07-25 00:55:36.662799","31","f","4","3","1","1","1","6","5","1","1","6","6","5","10","1","10","1","10","3.25","3.5","3.38","0.5","-1.0","0.1","-1.0","0.1","-1.0","0.5","0.5","frequency","1","1","0.0","5","10","7J5L2K"
"22","22","","2018-07-25 01:07:31.664097","21","f","2","3","2","4","5","3","5","4","5","5","2","4","10","3","10","4","10","4.25","4.0","4.13","0.4","-1.0","0.3","-1.0","0.4","-1.0","0.333","0.12","frequency","1","0","0.443262987458695","120","1000","6TJBV6"
"23","23","","2018-07-25 01:18:59.970346","39","f","4","3","2","6","6","6","6","5","5","2","1","1","50","9","10","1","40","6.0","3.25","4.63","0.02","-1.0","0.9","-1.0","0.025","-1.0","0.424","0.98","frequency","1","0","0.363860219099762","98","100","8FNNEC"
"24","24","","2018-07-25 01:30:40.111608","28","f","3","2","1","4","6","5","5","6","6","1","1","1","500","1","2","1","200","5.0","3.5","4.25","0.002","-1.0","0.5","-1.0","0.005","-1.0","0.167","0.33","frequency","1","0","0.295797468730304","2","6","PA7PZK"
"25","24","null","2018-07-25 01:34:14.373780","47","f","3","5","3","2","3","1","5","6","5","1","2","1","100","8","10","2","10","2.75","3.5","3.13","0.01","-1.0","0.8","-1.0","0.2","-1.0","0.039","0.01","frequency","1","0","0.591064607026499","8","1001","CJ0YLY"
"26","26","","2018-07-25 02:28:05.945390","51","f","4","4","3","4","4","5","5","4","4","2","2","1","25","2","25","10","25","4.5","3.0","3.75","0.04","-1.0","0.08","-1.0","0.4","-1.0","0.008","0.07","frequency","1","0","0.942008053022313","3","40","6L7715"
"27","27","","2018-07-25 02:57:08.864111","62","f","3","2","1","5","3","2","2","4","5","5","1","1","720","100","100","4","720","3.0","3.75","3.38","0.001","-1.0","1.0","-1.0","0.006","-1.0","0.143","0.0","frequency","1","0","0.0","1","1000","7OSOL7"
"28","27","null","2018-07-25 02:57:21.815499","35","m","4","3","3","4","4","5","6","4","5","1","1","30","100","6","100","12","100","4.75","2.75","3.75","0.3","-1.0","0.06","-1.0","0.12","-1.0","0.176","0.06","frequency","1","0","0.467361417430506","18","300","T0YQW1"
"29","27","21dce9288d58e904","2018-07-25 03:00:19.561808","22","f","3","3","2","3","3","2","2","5","4","2","3","1","100","10","100","90","100","2.5","3.5","3.0","0.01","-1.0","0.1","-1.0","0.9","-1.0","0.001","0.01","frequency","1","1","1.0","10","1000","1I7KSN"
"30","30","8817c0b08a300ab7","2018-07-25 03:20:39.589272","25","f","3","3","4","2","3","4","5","6","5","4","3","4","10","5","10","6","10","3.5","4.5","4.0","0.4","-1.0","0.5","-1.0","0.6","-1.0","0.357","0.2","frequency","1","0","0.251638220448212","200","1000","BJA930"
"31","31","","2018-07-25 04:14:30.875756","38","f","2","2","4","3","5","5","6","5","6","1","2","10","1000","3","1000","7","1000","4.75","3.5","4.13","0.01","-1.0","0.003","-1.0","0.007","-1.0","0.004","0.01","frequency","1","1","0.397940008672038","10","1000","ZYJBVW"
"32","32","","2018-07-25 04:25:20.699530","32","f","3","3","2","1","1","1","1","6","4","1","1","80","100","50","100","50","100","1.0","3.0","2.0","0.8","-1.0","0.5","-1.0","0.5","-1.0","0.8","0.2","frequency","1","0","0.602059991327962","100","500","DLWWSM"
"33","32","","2018-07-25 04:26:11.022982","37","m","3","2","3","2","5","5","6","5","5","5","1","1","2","1","1","1","1","4.5","4.0","4.25","0.5","-1.0","1.0","-1.0","1.0","-1.0","0.5","1.0","frequency","1","0","0.301029995663981","500","500","LRBJ0F"
"34","32","","2018-07-25 04:30:27.011969","26","f","3","2","1","5","6","5","5","6","6","1","1","1","10000","9","10","1","300","5.25","3.5","4.38","0.0","-1.0","0.9","-1.0","0.003","-1.0","0.0","0.0","frequency","1","1","0.0","0","1","TT9E2Q"
"35","35","","2018-07-25 06:44:00.402818","46","f","2","2","2","2","2","2","2","3","4","4","2","5","300","1","1000","10","100","2.0","3.25","2.63","0.017","-1.0","0.001","-1.0","0.1","-1.0","0.0","0.02","frequency","1","0","0.0","17","1000","42PTM1"
"36","36","","2018-07-25 07:32:15.623530","19","m","3","3","2","6","5","5","6","5","6","4","1","10","20","15","20","17","20","5.5","4.0","4.75","0.5","-1.0","0.75","-1.0","0.85","-1.0","0.469","0.75","frequency","1","0","0.203888420676617","150","200","WJ9NDX"
"37","37","","2018-07-25 07:48:04.190317","45","m","3","2","2","5","5","5","6","5","5","5","2","20","40","40","70","40","80","5.25","4.25","4.75","0.5","-1.0","0.571","-1.0","0.5","-1.0","0.533","0.37","frequency","1","0","0.158525484959577","200","536","YTKEXD"
"38","38","","2018-07-25 08:01:41.769714","24","m","3","3","2","6","6","6","6","6","4","4","1","50","100","90","100","10","100","6.0","3.75","4.88","0.5","-1.0","0.9","-1.0","0.1","-1.0","0.9","0.5","frequency","1","0","0.255272505103306","1","2","VNFI5B"
"39","39","","2018-07-25 08:21:42.080066","30","f","3","4","2","4","4","3","5","3","5","2","3","1","800","1","500","1","24","4.0","3.25","3.63","0.001","-1.0","0.002","-1.0","0.042","-1.0","0.0","0.02","frequency","1","0","0.0","1","42","OSLJ3S"
"40","40","","2018-07-25 10:01:58.349189","32","m","3","3","2","4","3","2","4","5","2","1","1","2","10","10","10","5","10","3.25","2.25","2.75","0.2","-1.0","1.0","-1.0","0.5","-1.0","0.333","0.2","frequency","1","0","0.221414237842339","200","1000","3CRBUE"
"41","41","40fd6c5de6f179e5","2018-07-25 11:54:47.579791","44","f","4","2","2","6","6","6","6","5","4","4","2","5","100","25","100","10","100","6.0","3.75","4.88","0.05","-1.0","0.25","-1.0","0.1","-1.0","0.116","0.12","frequency","1","1","0.0147232568207063","13","108","T0J5UQ"
"42","42","","2018-07-25 12:10:00.201788","34","m","3","5","1","5","5","5","5","5","4","4","2","2","10","4","10","6","10","5.0","3.75","4.38","0.2","-1.0","0.4","-1.0","0.6","-1.0","0.143","0.4","frequency","1","0","0.446723953862901","80","200","9X8O4B"
"43","43","","2018-07-25 13:08:04.180026","38","f","2","1","1","2","2","2","2","5","4","4","4","5","10","2","10","8","10","2.0","4.25","3.13","0.5","-1.0","0.2","-1.0","0.8","-1.0","0.2","0.8","frequency","1","0","0.602059991327962","8","10","SQVTM8"
"44","44","null","2018-07-25 14:01:04.233278","32","f","2","2","1","2","5","5","5","5","5","1","2","20","100","80","100","60","100","4.25","3.25","3.75","0.2","-1.0","0.8","-1.0","0.6","-1.0","0.25","0.5","frequency","1","0","0.301029995663981","1","2","I8IBHO"
"45","45","null","2018-07-25 14:15:22.010625","21","m","3","3","3","3","4","3","5","5","4","3","1","80","100","60","80","5","8","3.75","3.25","3.5","0.8","-1.0","0.75","-1.0","0.625","-1.0","0.828","0.8","frequency","1","0","0.0149403497929365","4","5","LREGEI"
"46","46","","2018-07-25 15:11:50.269700","47","f","3","3","3","4","4","4","4","5","4","1","2","15","100","10","100","90","100","4.0","3.0","3.5","0.15","-1.0","0.1","-1.0","0.9","-1.0","0.019","0.3","frequency","1","0","1.19836765376683","300","1000","B2QEJD"
